Id,geometry,Prob_O,Prob_N,Prob_G,Prob_R,cls
DANANG_35,"POLYGON ((108.1260293660555 15.93336372756987, 108.1259007190903 15.94239275507844, 108.1352327972716 15.94251706325198, 108.135361027921 15.93348796171336, 108.1260293660555 15.93336372756987))",0.27063313126564026,0.6513490080833435,0.007681840565055609,0.07033603638410568,Nopattern
DANANG_36,"POLYGON ((108.135361027921 15.93348796171336, 108.1352327972716 15.94251706325198, 108.1445649576926 15.94264096841268, 108.1446927720089 15.93361179308392, 108.135361027921 15.93348796171336))",0.10509424656629562,0.8177934885025024,0.006140178069472313,0.07097212225198746,Nopattern
DANANG_37,"POLYGON ((108.1446927720089 15.93361179308392, 108.1445649576926 15.94264096841268, 108.1538972000865 15.94276447054459, 108.1540245980525 15.93373522166563, 108.1446927720089 15.93361179308392))",0.002717565977945924,0.9946295022964478,0.000761020986828953,0.0018918478162959218,Nopattern
DANANG_38,"POLYGON ((108.1633565057849 15.93385824744261, 108.1632295241864 15.94288756963183, 108.1725619297255 15.94301026565856, 108.1726884949395 15.93398087039904, 108.1633565057849 15.93385824744261))",0.020315388217568398,0.9602494835853577,0.007644037716090679,0.011791102588176727,Nopattern
DANANG_39,"POLYGON ((108.1726884949395 15.93398087039904, 108.1725619297255 15.94301026565856, 108.181894416437 15.94313255860901, 108.1820205652493 15.93410309051914, 108.1726884949395 15.93398087039904))",0.07688553631305695,0.9038868546485901,0.009102674201130867,0.010124868713319302,Nopattern
DANANG_40,"POLYGON ((108.2006849482673 15.93434632218754, 108.2005596323092 15.94337593521817, 108.2098923609363 15.94349701884558, 108.210017260442 15.93446733370454, 108.2006849482673 15.93434632218754))",0.10821881890296936,0.7779748439788818,0.06198756769299507,0.051818836480379105,Nopattern
DANANG_41,"POLYGON ((108.210017260442 15.93446733370454, 108.2098923609363 15.94349701884558, 108.2192251696681 15.94361769933408, 108.2193496527045 15.93458794232265, 108.210017260442 15.93446733370454))",0.26783937215805054,0.36719179153442383,0.17264863848686218,0.19232019782066345,Nopattern
DANANG_42,"POLYGON ((107.9486072139705 15.93995434891398, 107.9484705727877 15.94898191559277, 107.9578014539789 15.94911395650706, 107.9579376789181 15.94008631123498, 107.9486072139705 15.93995434891398))",,,,,Nopattern
DANANG_43,"POLYGON ((107.9579376789181 15.94008631123498, 107.9578014539789 15.94911395650706, 107.9671324224953 15.94924559448138, 107.9672682311726 15.94021787085573, 107.9579376789181 15.94008631123498))",,,,,Nopattern
DANANG_44,"POLYGON ((107.9672682311726 15.94021787085573, 107.9671324224953 15.94924559448138, 107.9764634780703 15.94937682949877, 107.9765988704674 15.94034902775932, 107.9672682311726 15.94021787085573))",,,,,Nopattern
DANANG_45,"POLYGON ((107.9765988704674 15.94034902775932, 107.9764634780703 15.94937682949877, 107.9857946204373 15.94950766154237, 107.9859295965359 15.94047978192888, 107.9765988704674 15.94034902775932))",,,,,Nopattern
DANANG_46,"POLYGON ((107.9859295965359 15.94047978192888, 107.9857946204373 15.94950766154237, 107.9951258493295 15.94963809059537, 107.9952604091116 15.94061013334759, 107.9859295965359 15.94047978192888))",,,,,Nopattern
DANANG_47,"POLYGON ((107.9952604091116 15.94061013334759, 107.9951258493295 15.94963809059537, 108.0044571644804 15.94976811664097, 108.0045913079277 15.9407400819987, 107.9952604091116 15.94061013334759))",,,,,Nopattern
DANANG_48,"POLYGON ((108.0045913079277 15.9407400819987, 108.0044571644804 15.94976811664097, 108.0137885656233 15.94989773966247, 108.0139222927177 15.9408696278655, 108.0045913079277 15.9407400819987))",,,,,Nopattern
DANANG_49,"POLYGON ((108.0139222927177 15.9408696278655, 108.0137885656233 15.94989773966247, 108.0231200524914 15.95002695964319, 108.023253363215 15.94099877093132, 108.0139222927177 15.9408696278655))",,,,,Nopattern
DANANG_50,"POLYGON ((108.023253363215 15.94099877093132, 108.0231200524914 15.95002695964319, 108.0324516248181 15.95015577656652, 108.0325845191529 15.94112751117957, 108.023253363215 15.94099877093132))",,,,,Nopattern
DANANG_51,"POLYGON ((108.0325845191529 15.94112751117957, 108.0324516248181 15.95015577656652, 108.0417832823365 15.95028419041589, 108.0419157602647 15.94125584859368, 108.0325845191529 15.94112751117957))",,,,,Nopattern
DANANG_52,"POLYGON ((108.0419157602647 15.94125584859368, 108.0417832823365 15.95028419041589, 108.0511150247801 15.95041220117479, 108.0512470862837 15.94138378315715, 108.0419157602647 15.94125584859368))",,,,,Nopattern
DANANG_53,"POLYGON ((108.0512470862837 15.94138378315715, 108.0511150247801 15.95041220117479, 108.0604468518819 15.95053980882674, 108.0605784969433 15.94151131485353, 108.0512470862837 15.94138378315715))",,,,,Nopattern
DANANG_54,"POLYGON ((108.0605784969433 15.94151131485353, 108.0604468518819 15.95053980882674, 108.0697787633754 15.95066701335535, 108.0699099919767 15.94163844366641, 108.0605784969433 15.94151131485353))",,,,,Nopattern
DANANG_55,"POLYGON ((108.0699099919767 15.94163844366641, 108.0697787633754 15.95066701335535, 108.0791107589937 15.95079381474424, 108.0792415711172 15.94176516957946, 108.0699099919767 15.94163844366641))",,,,,Nopattern
DANANG_56,"POLYGON ((108.0792415711172 15.94176516957946, 108.0791107589937 15.95079381474424, 108.0884428384699 15.95092021297713, 108.0885732340981 15.94189149257637, 108.0792415711172 15.94176516957946))",8.248948870459571e-05,0.999876856803894,2.8917245344928233e-06,3.7766403693240136e-05,Nopattern
DANANG_57,"POLYGON ((108.0885732340981 15.94189149257637, 108.0884428384699 15.95092021297713, 108.0977750015374 15.95104620803773, 108.0979049806526 15.94201741264089, 108.0885732340981 15.94189149257637))",9.377510286867619e-05,0.9998581409454346,3.926791578123812e-06,4.40978619735688e-05,Nopattern
DANANG_58,"POLYGON ((108.0979049806526 15.94201741264089, 108.0977750015374 15.95104620803773, 108.1071072479292 15.95117179990985, 108.107236810514 15.94214292975683, 108.0979049806526 15.94201741264089))",6.786335688957479e-06,0.9999885559082031,1.6882225395420392e-07,4.422325218911283e-06,Nopattern
DANANG_59,"POLYGON ((108.107236810514 15.94214292975683, 108.1071072479292 15.95117179990985, 108.1164395773786 15.95129698857734, 108.1165687234155 15.94226804390804, 108.107236810514 15.94214292975683))",,,,,Nopattern
DANANG_60,"POLYGON ((108.1165687234155 15.94226804390804, 108.1164395773786 15.95129698857734, 108.1257719896186 15.9514217740241, 108.1259007190903 15.94239275507844, 108.1165687234155 15.94226804390804))",0.0016696624225005507,0.997527539730072,0.00018888033810071647,0.0006139580509625375,Nopattern
DANANG_61,"POLYGON ((108.1259007190903 15.94239275507844, 108.1257719896186 15.9514217740241, 108.1351044843826 15.95154615623406, 108.1352327972716 15.94251706325198, 108.1259007190903 15.94239275507844))",0.3337050676345825,0.33706387877464294,0.20976939797401428,0.11946164816617966,Nopattern
DANANG_62,"POLYGON ((108.1352327972716 15.94251706325198, 108.1351044843826 15.95154615623406, 108.1444370614035 15.95167013519124, 108.1445649576926 15.94264096841268, 108.1352327972716 15.94251706325198))",0.16338112950325012,0.7544626593589783,0.04852835461497307,0.03362780809402466,Nopattern
DANANG_63,"POLYGON ((108.1445649576926 15.94264096841268, 108.1444370614035 15.95167013519124, 108.1537697204145 15.95179371087968, 108.1538972000865 15.94276447054459, 108.1445649576926 15.94264096841268))",0.004997022915631533,0.9898654818534851,0.0017296245787292719,0.00340785994194448,Nopattern
DANANG_64,"POLYGON ((108.1538972000865 15.94276447054459, 108.1537697204145 15.95179371087968, 108.1631024611488 15.95191688328349, 108.1632295241864 15.94288756963183, 108.1538972000865 15.94276447054459))",0.016870608553290367,0.9623154997825623,0.0071257674135267735,0.013688097707927227,Nopattern
DANANG_65,"POLYGON ((108.1632295241864 15.94288756963183, 108.1631024611488 15.95191688328349, 108.1724352833393 15.95203965238683, 108.1725619297255 15.94301026565856, 108.1632295241864 15.94288756963183))",0.005129723343998194,0.9904845952987671,0.0019089129054918885,0.0024767464492470026,Nopattern
DANANG_66,"POLYGON ((108.1725619297255 15.94301026565856, 108.1724352833393 15.95203965238683, 108.1817681867192 15.95216201817389, 108.181894416437 15.94313255860901, 108.1725619297255 15.94301026565856))",0.16821153461933136,0.7116394639015198,0.06146195903420448,0.05868703871965408,Nopattern
DANANG_67,"POLYGON ((108.2005596323092 15.94337593521817, 108.2004342359795 15.95240553973629, 108.2097673813259 15.9525266954803, 108.2098923609363 15.94349701884558, 108.2005596323092 15.94337593521817))",0.0036417758092284203,0.9931562542915344,0.0012995682191103697,0.0019023498753085732,Nopattern
DANANG_68,"POLYGON ((108.2098923609363 15.94349701884558, 108.2097673813259 15.9525266954803, 108.2191006067939 15.95264744784539, 108.2192251696681 15.94361769933408, 108.2098923609363 15.94349701884558))",0.15692757070064545,0.6685852408409119,0.02817617915570736,0.14631099998950958,Nopattern
DANANG_69,"POLYGON ((108.2192251696681 15.94361769933408, 108.2191006067939 15.95264744784539, 108.2284339121165 15.95276779681602, 108.2285580582377 15.94373797666815, 108.2192251696681 15.94361769933408))",0.8285946846008301,0.08088689297437668,0.037797246128320694,0.05272110179066658,Organic
DANANG_70,"POLYGON ((107.9484705727877 15.94898191559277, 107.9483338440131 15.95800947357909, 107.9576651417144 15.95814159309344, 107.9578014539789 15.94911395650706, 107.9484705727877 15.94898191559277))",0.00021382943668868393,0.9997051358222961,8.064660505624488e-06,7.301515870494768e-05,Nopattern
DANANG_71,"POLYGON ((107.9578014539789 15.94911395650706, 107.9576651417144 15.95814159309344, 107.9669965267594 15.95827330942806, 107.9671324224953 15.94924559448138, 107.9578014539789 15.94911395650706))",0.01239069551229477,0.985763430595398,0.00019729643827304244,0.0016485638916492462,Nopattern
DANANG_72,"POLYGON ((107.9671324224953 15.94924559448138, 107.9669965267594 15.95827330942806, 107.9763279988812 15.95840462256598, 107.9764634780703 15.94937682949877, 107.9671324224953 15.94924559448138))",0.013966397382318974,0.984531581401825,0.0003499553131405264,0.0011520904954522848,Nopattern
DANANG_73,"POLYGON ((107.9764634780703 15.94937682949877, 107.9763279988812 15.95840462256598, 107.9856595578133 15.95853553249034, 107.9857946204373 15.94950766154237, 107.9764634780703 15.94937682949877))",2.507335739210248e-05,0.9999593496322632,1.0121719924427452e-06,1.4575228306057397e-05,Nopattern
DANANG_74,"POLYGON ((107.9857946204373 15.94950766154237, 107.9856595578133 15.95853553249034, 107.9949912032889 15.9586660391843, 107.9951258493295 15.94963809059537, 107.9857946204373 15.94950766154237))",0.0005028786836192012,0.9993176460266113,7.094941793184262e-06,0.0001724896574160084,Nopattern
DANANG_75,"POLYGON ((107.9951258493295 15.94963809059537, 107.9949912032889 15.9586660391843, 108.0043229350412 15.95879614263105, 108.0044571644804 15.94976811664097, 107.9951258493295 15.94963809059537))",0.004128655884414911,0.9948964715003967,4.6777193347224966e-05,0.000928073946852237,Nopattern
DANANG_76,"POLYGON ((108.0044571644804 15.94976811664097, 108.0043229350412 15.95879614263105, 108.0136547528036 15.9589258428139, 108.0137885656233 15.94989773966247, 108.0044571644804 15.94976811664097))",6.786335688957479e-06,0.9999885559082031,1.6882225395420392e-07,4.422325218911283e-06,Nopattern
DANANG_77,"POLYGON ((108.0137885656233 15.94989773966247, 108.0136547528036 15.9589258428139, 108.0229866563092 15.95905513971614, 108.0231200524914 15.95002695964319, 108.0137885656233 15.94989773966247))",6.786335688957479e-06,0.9999885559082031,1.6882225395420392e-07,4.422325218911283e-06,Nopattern
DANANG_78,"POLYGON ((108.0231200524914 15.95002695964319, 108.0229866563092 15.95905513971614, 108.0323186452914 15.95918403332116, 108.0324516248181 15.95015577656652, 108.0231200524914 15.95002695964319))",6.786335688957479e-06,0.9999885559082031,1.6882225395420392e-07,4.422325218911283e-06,Nopattern
DANANG_79,"POLYGON ((108.0324516248181 15.95015577656652, 108.0323186452914 15.95918403332116, 108.0416507194833 15.95931252361236, 108.0417832823365 15.95028419041589, 108.0324516248181 15.95015577656652))",,,,,Nopattern
DANANG_80,"POLYGON ((108.0417832823365 15.95028419041589, 108.0416507194833 15.95931252361236, 108.0509828786181 15.95944061057324, 108.0511150247801 15.95041220117479, 108.0417832823365 15.95028419041589))",6.786335688957479e-06,0.9999885559082031,1.6882225395420392e-07,4.422325218911283e-06,Nopattern
DANANG_81,"POLYGON ((108.0511150247801 15.95041220117479, 108.0509828786181 15.95944061057324, 108.0603151224291 15.95956829418732, 108.0604468518819 15.95053980882674, 108.0511150247801 15.95041220117479))",6.786335688957479e-06,0.9999885559082031,1.6882225395420392e-07,4.422325218911283e-06,Nopattern
DANANG_82,"POLYGON ((108.0604468518819 15.95053980882674, 108.0603151224291 15.95956829418732, 108.0696474506494 15.95969557443817, 108.0697787633754 15.95066701335535, 108.0604468518819 15.95053980882674))",,,,,Nopattern
DANANG_83,"POLYGON ((108.0697787633754 15.95066701335535, 108.0696474506494 15.95969557443817, 108.0789798630121 15.95982245130942, 108.0791107589937 15.95079381474424, 108.0697787633754 15.95066701335535))",,,,,Nopattern
DANANG_84,"POLYGON ((108.0791107589937 15.95079381474424, 108.0789798630121 15.95982245130942, 108.0883123592505 15.95994892478475, 108.0884428384699 15.95092021297713, 108.0791107589937 15.95079381474424))",0.00047869246918708086,0.999243974685669,4.419797187438235e-05,0.0002331653086002916,Nopattern
DANANG_85,"POLYGON ((108.0884428384699 15.95092021297713, 108.0883123592505 15.95994892478475, 108.0976449390977 15.9600749948479, 108.0977750015374 15.95104620803773, 108.0884428384699 15.95092021297713))",0.0004067717818543315,0.9993391633033752,5.647402213071473e-05,0.00019756706024054438,Nopattern
DANANG_86,"POLYGON ((108.0977750015374 15.95104620803773, 108.0976449390977 15.9600749948479, 108.1069776022868 15.96020066148265, 108.1071072479292 15.95117179990985, 108.0977750015374 15.95104620803773))",0.011481821537017822,0.9837012887001038,0.0012867837212979794,0.003530203364789486,Nopattern
DANANG_87,"POLYGON ((108.1071072479292 15.95117179990985, 108.1069776022868 15.96020066148265, 108.1163103485509 15.96032592467283, 108.1164395773786 15.95129698857734, 108.1071072479292 15.95117179990985))",0.0020242445170879364,0.9960964322090149,0.0004653192008845508,0.0014140247367322445,Nopattern
DANANG_88,"POLYGON ((108.1164395773786 15.95129698857734, 108.1163103485509 15.96032592467283, 108.1256431776231 15.96045078440233, 108.1257719896186 15.9514217740241, 108.1164395773786 15.95129698857734))",0.005868377164006233,0.9892311692237854,0.0014772507129237056,0.0034232521429657936,Nopattern
DANANG_89,"POLYGON ((108.1257719896186 15.9514217740241, 108.1256431776231 15.96045078440233, 108.1349760892365 15.9605752406551, 108.1351044843826 15.95154615623406, 108.1257719896186 15.9514217740241))",0.05961034819483757,0.8833598494529724,0.0313115157186985,0.025718199089169502,Nopattern
DANANG_90,"POLYGON ((108.1351044843826 15.95154615623406, 108.1349760892365 15.9605752406551, 108.1443090831242 15.96069929341511, 108.1444370614035 15.95167013519124, 108.1351044843826 15.95154615623406))",0.31224149465560913,0.38812255859375,0.268059104681015,0.03157682344317436,Nopattern
DANANG_91,"POLYGON ((108.1444370614035 15.95167013519124, 108.1443090831242 15.96069929341511, 108.1536421590193 15.96082294266642, 108.1537697204145 15.95179371087968, 108.1444370614035 15.95167013519124))",0.016736650839447975,0.9783843755722046,0.0012971173273399472,0.0035818268079310656,Nopattern
DANANG_92,"POLYGON ((108.1537697204145 15.95179371087968, 108.1536421590193 15.96082294266642, 108.1629753166548 15.96094618839312, 108.1631024611488 15.95191688328349, 108.1537697204145 15.95179371087968))",0.03512812405824661,0.9382950067520142,0.007729879580438137,0.018846966326236725,Nopattern
DANANG_93,"POLYGON ((108.1631024611488 15.95191688328349, 108.1629753166548 15.96094618839312, 108.1723085557637 15.96106903057934, 108.1724352833393 15.95203965238683, 108.1631024611488 15.95191688328349))",0.008688283152878284,0.9855980277061462,0.0030958487186580896,0.002617773599922657,Nopattern
DANANG_94,"POLYGON ((108.1724352833393 15.95203965238683, 108.1723085557637 15.96106903057934, 108.1816418760791 15.96119146920929, 108.1817681867192 15.95216201817389, 108.1724352833393 15.95203965238683))",0.12585340440273285,0.8081350326538086,0.04420407488942146,0.021807527169585228,Nopattern
DANANG_95,"POLYGON ((108.1817681867192 15.95216201817389, 108.1816418760791 15.96119146920929, 108.1909752773339 15.96131350426723, 108.1911011710216 15.95228398062894, 108.1817681867192 15.95216201817389))",0.2896181344985962,0.2469194084405899,0.24590367078781128,0.21755880117416382,Organic
DANANG_96,"POLYGON ((108.2004342359795 15.95240553973629, 108.2003087592612 15.96143513573743, 108.2096423215939 15.96155636360426, 108.2097673813259 15.9525266954803, 108.2004342359795 15.95240553973629))",0.012770025059580803,0.9717077016830444,0.004414290189743042,0.011107975617051125,Nopattern
DANANG_97,"POLYGON ((108.2097673813259 15.9525266954803, 108.2096423215939 15.96155636360426, 108.2189759640652 15.96167718785212, 108.2191006067939 15.95264744784539, 108.2097673813259 15.9525266954803))",0.14129890501499176,0.5658437013626099,0.07113482058048248,0.2217225432395935,Nopattern
DANANG_98,"POLYGON ((108.2191006067939 15.95264744784539, 108.2189759640652 15.96167718785212, 108.2283096864077 15.96179760846547, 108.2284339121165 15.95276779681602, 108.2191006067939 15.95264744784539))",0.03150630369782448,0.952527642250061,0.002999883145093918,0.012966171838343143,Nopattern
DANANG_99,"POLYGON ((108.2284339121165 15.95276779681602, 108.2283096864077 15.96179760846547, 108.2376434883546 15.96191762542881, 108.2377672970267 15.95288774237669, 108.2284339121165 15.95276779681602))",0.2562582194805145,0.4718058407306671,0.008904504589736462,0.2630314826965332,Nopattern
DANANG_100,"POLYGON ((108.2657679266127 15.95324515844499, 108.2656453691507 15.9622752542646, 108.2749794868443 15.96239365647399, 108.2751016272031 15.95336349021209, 108.2657679266127 15.95324515844499))",0.24133796989917755,0.42766374349594116,0.1586659550666809,0.17233236134052277,Nopattern
DANANG_101,"POLYGON ((107.9483338440131 15.95800947357909, 107.9481970276282 15.96703702286833, 107.9575287421064 15.96716922098953, 107.9576651417144 15.95814159309344, 107.9483338440131 15.95800947357909))",0.0005292805144563317,0.9992554783821106,1.4574334272765554e-05,0.00020069746824447066,Nopattern
DANANG_102,"POLYGON ((107.9576651417144 15.95814159309344, 107.9575287421064 15.96716922098953, 107.9668605439466 15.96730101569119, 107.9669965267594 15.95827330942806, 107.9576651417144 15.95814159309344))",0.005522582679986954,0.991752564907074,0.00010572202154435217,0.002619143109768629,Nopattern
DANANG_103,"POLYGON ((107.9669965267594 15.95827330942806, 107.9668605439466 15.96730101569119, 107.976192432882 15.96743240695638, 107.9763279988812 15.95840462256598, 107.9669965267594 15.95827330942806))",0.013966397382318974,0.984531581401825,0.0003499553131405264,0.0011520904954522848,Nopattern
DANANG_104,"POLYGON ((107.9763279988812 15.95840462256598, 107.976192432882 15.96743240695638, 107.9855244086459 15.9675633947682, 107.9856595578133 15.95853553249034, 107.9763279988812 15.95840462256598))",2.507335739210248e-05,0.9999593496322632,1.0121719924427452e-06,1.4575228306057397e-05,Nopattern
DANANG_105,"POLYGON ((107.9856595578133 15.95853553249034, 107.9855244086459 15.9675633947682, 107.9948564709714 15.9676939791098, 107.9949912032889 15.9586660391843, 107.9856595578133 15.95853553249034))",0.0005028786836192012,0.9993176460266113,7.094941793184262e-06,0.0001724896574160084,Nopattern
DANANG_106,"POLYGON ((107.9949912032889 15.9586660391843, 107.9948564709714 15.9676939791098, 108.0041886195919 15.96782415996439, 108.0043229350412 15.95879614263105, 107.9949912032889 15.9586660391843))",0.0021442275028675795,0.9972412586212158,3.939777798223076e-06,0.0006105924840085208,Nopattern
