ID,geometry,Prob_O,Prob_N,Prob_G,Prob_R,cls
DANANG_39,"POLYGON ((186297.3226174336 11763184.27596655, 186297.3226174336 11763684.27596655, 186797.3226174336 11763684.27596655, 186797.3226174336 11763184.27596655, 186297.3226174336 11763184.27596655))",,,,,Nopattern
DANANG_40,"POLYGON ((186797.3226174336 11763184.27596655, 186797.3226174336 11763684.27596655, 187297.3226174336 11763684.27596655, 187297.3226174336 11763184.27596655, 186797.3226174336 11763184.27596655))",,,,,Nopattern
DANANG_41,"POLYGON ((187297.3226174336 11763184.27596655, 187297.3226174336 11763684.27596655, 187797.3226174336 11763684.27596655, 187797.3226174336 11763184.27596655, 187297.3226174336 11763184.27596655))",,,,,Nopattern
DANANG_42,"POLYGON ((187797.3226174336 11763184.27596655, 187797.3226174336 11763684.27596655, 188297.3226174336 11763684.27596655, 188297.3226174336 11763184.27596655, 187797.3226174336 11763184.27596655))",,,,,Nopattern
DANANG_43,"POLYGON ((192297.3226174336 11763184.27596655, 192297.3226174336 11763684.27596655, 192797.3226174336 11763684.27596655, 192797.3226174336 11763184.27596655, 192297.3226174336 11763184.27596655))",0.16059131920337677,0.7883427739143372,0.0032199015840888023,0.0478459894657135,Nopattern
DANANG_44,"POLYGON ((192797.3226174336 11763184.27596655, 192797.3226174336 11763684.27596655, 193297.3226174336 11763684.27596655, 193297.3226174336 11763184.27596655, 192797.3226174336 11763184.27596655))",0.41090407967567444,0.45098403096199036,0.005259465426206589,0.13285242021083832,Nopattern
DANANG_45,"POLYGON ((193297.3226174336 11763184.27596655, 193297.3226174336 11763684.27596655, 193797.3226174336 11763684.27596655, 193797.3226174336 11763184.27596655, 193297.3226174336 11763184.27596655))",0.005457466468214989,0.9908080697059631,0.00034288299502804875,0.0033915922977030277,Nopattern
DANANG_46,"POLYGON ((193797.3226174336 11763184.27596655, 193797.3226174336 11763684.27596655, 194297.3226174336 11763684.27596655, 194297.3226174336 11763184.27596655, 193797.3226174336 11763184.27596655))",0.0004706598410848528,0.9993060827255249,3.611802094383165e-05,0.00018716807244345546,Nopattern
DANANG_47,"POLYGON ((194297.3226174336 11763184.27596655, 194297.3226174336 11763684.27596655, 194797.3226174336 11763684.27596655, 194797.3226174336 11763184.27596655, 194297.3226174336 11763184.27596655))",7.42136689950712e-05,0.9998873472213745,2.408206000836799e-06,3.594945519580506e-05,Nopattern
DANANG_48,"POLYGON ((174297.3226174336 11763684.27596655, 174297.3226174336 11764184.27596655, 174797.3226174336 11764184.27596655, 174797.3226174336 11763684.27596655, 174297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_49,"POLYGON ((174797.3226174336 11763684.27596655, 174797.3226174336 11764184.27596655, 175297.3226174336 11764184.27596655, 175297.3226174336 11763684.27596655, 174797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_50,"POLYGON ((175297.3226174336 11763684.27596655, 175297.3226174336 11764184.27596655, 175797.3226174336 11764184.27596655, 175797.3226174336 11763684.27596655, 175297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_51,"POLYGON ((175797.3226174336 11763684.27596655, 175797.3226174336 11764184.27596655, 176297.3226174336 11764184.27596655, 176297.3226174336 11763684.27596655, 175797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_52,"POLYGON ((176297.3226174336 11763684.27596655, 176297.3226174336 11764184.27596655, 176797.3226174336 11764184.27596655, 176797.3226174336 11763684.27596655, 176297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_53,"POLYGON ((176797.3226174336 11763684.27596655, 176797.3226174336 11764184.27596655, 177297.3226174336 11764184.27596655, 177297.3226174336 11763684.27596655, 176797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_54,"POLYGON ((177297.3226174336 11763684.27596655, 177297.3226174336 11764184.27596655, 177797.3226174336 11764184.27596655, 177797.3226174336 11763684.27596655, 177297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_55,"POLYGON ((177797.3226174336 11763684.27596655, 177797.3226174336 11764184.27596655, 178297.3226174336 11764184.27596655, 178297.3226174336 11763684.27596655, 177797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_56,"POLYGON ((178297.3226174336 11763684.27596655, 178297.3226174336 11764184.27596655, 178797.3226174336 11764184.27596655, 178797.3226174336 11763684.27596655, 178297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_57,"POLYGON ((178797.3226174336 11763684.27596655, 178797.3226174336 11764184.27596655, 179297.3226174336 11764184.27596655, 179297.3226174336 11763684.27596655, 178797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_58,"POLYGON ((179297.3226174336 11763684.27596655, 179297.3226174336 11764184.27596655, 179797.3226174336 11764184.27596655, 179797.3226174336 11763684.27596655, 179297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_59,"POLYGON ((179797.3226174336 11763684.27596655, 179797.3226174336 11764184.27596655, 180297.3226174336 11764184.27596655, 180297.3226174336 11763684.27596655, 179797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_60,"POLYGON ((180297.3226174336 11763684.27596655, 180297.3226174336 11764184.27596655, 180797.3226174336 11764184.27596655, 180797.3226174336 11763684.27596655, 180297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_61,"POLYGON ((180797.3226174336 11763684.27596655, 180797.3226174336 11764184.27596655, 181297.3226174336 11764184.27596655, 181297.3226174336 11763684.27596655, 180797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_62,"POLYGON ((181297.3226174336 11763684.27596655, 181297.3226174336 11764184.27596655, 181797.3226174336 11764184.27596655, 181797.3226174336 11763684.27596655, 181297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_63,"POLYGON ((181797.3226174336 11763684.27596655, 181797.3226174336 11764184.27596655, 182297.3226174336 11764184.27596655, 182297.3226174336 11763684.27596655, 181797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_64,"POLYGON ((182297.3226174336 11763684.27596655, 182297.3226174336 11764184.27596655, 182797.3226174336 11764184.27596655, 182797.3226174336 11763684.27596655, 182297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_65,"POLYGON ((182797.3226174336 11763684.27596655, 182797.3226174336 11764184.27596655, 183297.3226174336 11764184.27596655, 183297.3226174336 11763684.27596655, 182797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_66,"POLYGON ((183297.3226174336 11763684.27596655, 183297.3226174336 11764184.27596655, 183797.3226174336 11764184.27596655, 183797.3226174336 11763684.27596655, 183297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_67,"POLYGON ((183797.3226174336 11763684.27596655, 183797.3226174336 11764184.27596655, 184297.3226174336 11764184.27596655, 184297.3226174336 11763684.27596655, 183797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_68,"POLYGON ((184297.3226174336 11763684.27596655, 184297.3226174336 11764184.27596655, 184797.3226174336 11764184.27596655, 184797.3226174336 11763684.27596655, 184297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_69,"POLYGON ((184797.3226174336 11763684.27596655, 184797.3226174336 11764184.27596655, 185297.3226174336 11764184.27596655, 185297.3226174336 11763684.27596655, 184797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_70,"POLYGON ((185297.3226174336 11763684.27596655, 185297.3226174336 11764184.27596655, 185797.3226174336 11764184.27596655, 185797.3226174336 11763684.27596655, 185297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_71,"POLYGON ((185797.3226174336 11763684.27596655, 185797.3226174336 11764184.27596655, 186297.3226174336 11764184.27596655, 186297.3226174336 11763684.27596655, 185797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_72,"POLYGON ((186297.3226174336 11763684.27596655, 186297.3226174336 11764184.27596655, 186797.3226174336 11764184.27596655, 186797.3226174336 11763684.27596655, 186297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_73,"POLYGON ((186797.3226174336 11763684.27596655, 186797.3226174336 11764184.27596655, 187297.3226174336 11764184.27596655, 187297.3226174336 11763684.27596655, 186797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_74,"POLYGON ((187297.3226174336 11763684.27596655, 187297.3226174336 11764184.27596655, 187797.3226174336 11764184.27596655, 187797.3226174336 11763684.27596655, 187297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_75,"POLYGON ((187797.3226174336 11763684.27596655, 187797.3226174336 11764184.27596655, 188297.3226174336 11764184.27596655, 188297.3226174336 11763684.27596655, 187797.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_76,"POLYGON ((188297.3226174336 11763684.27596655, 188297.3226174336 11764184.27596655, 188797.3226174336 11764184.27596655, 188797.3226174336 11763684.27596655, 188297.3226174336 11763684.27596655))",,,,,Nopattern
DANANG_77,"POLYGON ((191797.3226174336 11763684.27596655, 191797.3226174336 11764184.27596655, 192297.3226174336 11764184.27596655, 192297.3226174336 11763684.27596655, 191797.3226174336 11763684.27596655))",0.0001879394258139655,0.9997116923332214,1.4808429114054888e-05,8.551802602596581e-05,Nopattern
DANANG_78,"POLYGON ((192297.3226174336 11763684.27596655, 192297.3226174336 11764184.27596655, 192797.3226174336 11764184.27596655, 192797.3226174336 11763684.27596655, 192297.3226174336 11763684.27596655))",0.00013199845852795988,0.9997871518135071,1.230131329066353e-05,6.856458639958873e-05,Nopattern
DANANG_79,"POLYGON ((192797.3226174336 11763684.27596655, 192797.3226174336 11764184.27596655, 193297.3226174336 11764184.27596655, 193297.3226174336 11763684.27596655, 192797.3226174336 11763684.27596655))",0.021488599479198456,0.9721692204475403,0.00032227960764430463,0.006019894033670425,Nopattern
DANANG_80,"POLYGON ((193297.3226174336 11763684.27596655, 193297.3226174336 11764184.27596655, 193797.3226174336 11764184.27596655, 193797.3226174336 11763684.27596655, 193297.3226174336 11763684.27596655))",0.25948384404182434,0.6035073399543762,0.005066927522420883,0.13194191455841064,Nopattern
DANANG_81,"POLYGON ((193797.3226174336 11763684.27596655, 193797.3226174336 11764184.27596655, 194297.3226174336 11764184.27596655, 194297.3226174336 11763684.27596655, 193797.3226174336 11763684.27596655))",4.6685065171914175e-05,0.9999252557754517,2.1949681467958726e-06,2.5776285838219337e-05,Nopattern
DANANG_82,"POLYGON ((194297.3226174336 11763684.27596655, 194297.3226174336 11764184.27596655, 194797.3226174336 11764184.27596655, 194797.3226174336 11763684.27596655, 194297.3226174336 11763684.27596655))",0.001598033239133656,0.9977483153343201,0.0001816505246097222,0.00047192221973091364,Nopattern
DANANG_83,"POLYGON ((174297.3226174336 11764184.27596655, 174297.3226174336 11764684.27596655, 174797.3226174336 11764684.27596655, 174797.3226174336 11764184.27596655, 174297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_84,"POLYGON ((174797.3226174336 11764184.27596655, 174797.3226174336 11764684.27596655, 175297.3226174336 11764684.27596655, 175297.3226174336 11764184.27596655, 174797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_85,"POLYGON ((175297.3226174336 11764184.27596655, 175297.3226174336 11764684.27596655, 175797.3226174336 11764684.27596655, 175797.3226174336 11764184.27596655, 175297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_86,"POLYGON ((175797.3226174336 11764184.27596655, 175797.3226174336 11764684.27596655, 176297.3226174336 11764684.27596655, 176297.3226174336 11764184.27596655, 175797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_87,"POLYGON ((176297.3226174336 11764184.27596655, 176297.3226174336 11764684.27596655, 176797.3226174336 11764684.27596655, 176797.3226174336 11764184.27596655, 176297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_88,"POLYGON ((176797.3226174336 11764184.27596655, 176797.3226174336 11764684.27596655, 177297.3226174336 11764684.27596655, 177297.3226174336 11764184.27596655, 176797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_89,"POLYGON ((177297.3226174336 11764184.27596655, 177297.3226174336 11764684.27596655, 177797.3226174336 11764684.27596655, 177797.3226174336 11764184.27596655, 177297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_90,"POLYGON ((177797.3226174336 11764184.27596655, 177797.3226174336 11764684.27596655, 178297.3226174336 11764684.27596655, 178297.3226174336 11764184.27596655, 177797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_91,"POLYGON ((178297.3226174336 11764184.27596655, 178297.3226174336 11764684.27596655, 178797.3226174336 11764684.27596655, 178797.3226174336 11764184.27596655, 178297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_92,"POLYGON ((178797.3226174336 11764184.27596655, 178797.3226174336 11764684.27596655, 179297.3226174336 11764684.27596655, 179297.3226174336 11764184.27596655, 178797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_93,"POLYGON ((179297.3226174336 11764184.27596655, 179297.3226174336 11764684.27596655, 179797.3226174336 11764684.27596655, 179797.3226174336 11764184.27596655, 179297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_94,"POLYGON ((179797.3226174336 11764184.27596655, 179797.3226174336 11764684.27596655, 180297.3226174336 11764684.27596655, 180297.3226174336 11764184.27596655, 179797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_95,"POLYGON ((180297.3226174336 11764184.27596655, 180297.3226174336 11764684.27596655, 180797.3226174336 11764684.27596655, 180797.3226174336 11764184.27596655, 180297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_96,"POLYGON ((180797.3226174336 11764184.27596655, 180797.3226174336 11764684.27596655, 181297.3226174336 11764684.27596655, 181297.3226174336 11764184.27596655, 180797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_97,"POLYGON ((181297.3226174336 11764184.27596655, 181297.3226174336 11764684.27596655, 181797.3226174336 11764684.27596655, 181797.3226174336 11764184.27596655, 181297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_98,"POLYGON ((181797.3226174336 11764184.27596655, 181797.3226174336 11764684.27596655, 182297.3226174336 11764684.27596655, 182297.3226174336 11764184.27596655, 181797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_99,"POLYGON ((182297.3226174336 11764184.27596655, 182297.3226174336 11764684.27596655, 182797.3226174336 11764684.27596655, 182797.3226174336 11764184.27596655, 182297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_100,"POLYGON ((182797.3226174336 11764184.27596655, 182797.3226174336 11764684.27596655, 183297.3226174336 11764684.27596655, 183297.3226174336 11764184.27596655, 182797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_101,"POLYGON ((183297.3226174336 11764184.27596655, 183297.3226174336 11764684.27596655, 183797.3226174336 11764684.27596655, 183797.3226174336 11764184.27596655, 183297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_102,"POLYGON ((183797.3226174336 11764184.27596655, 183797.3226174336 11764684.27596655, 184297.3226174336 11764684.27596655, 184297.3226174336 11764184.27596655, 183797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_103,"POLYGON ((184297.3226174336 11764184.27596655, 184297.3226174336 11764684.27596655, 184797.3226174336 11764684.27596655, 184797.3226174336 11764184.27596655, 184297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_104,"POLYGON ((184797.3226174336 11764184.27596655, 184797.3226174336 11764684.27596655, 185297.3226174336 11764684.27596655, 185297.3226174336 11764184.27596655, 184797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_105,"POLYGON ((185297.3226174336 11764184.27596655, 185297.3226174336 11764684.27596655, 185797.3226174336 11764684.27596655, 185797.3226174336 11764184.27596655, 185297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_106,"POLYGON ((185797.3226174336 11764184.27596655, 185797.3226174336 11764684.27596655, 186297.3226174336 11764684.27596655, 186297.3226174336 11764184.27596655, 185797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_107,"POLYGON ((186297.3226174336 11764184.27596655, 186297.3226174336 11764684.27596655, 186797.3226174336 11764684.27596655, 186797.3226174336 11764184.27596655, 186297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_108,"POLYGON ((186797.3226174336 11764184.27596655, 186797.3226174336 11764684.27596655, 187297.3226174336 11764684.27596655, 187297.3226174336 11764184.27596655, 186797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_109,"POLYGON ((187297.3226174336 11764184.27596655, 187297.3226174336 11764684.27596655, 187797.3226174336 11764684.27596655, 187797.3226174336 11764184.27596655, 187297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_110,"POLYGON ((187797.3226174336 11764184.27596655, 187797.3226174336 11764684.27596655, 188297.3226174336 11764684.27596655, 188297.3226174336 11764184.27596655, 187797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_111,"POLYGON ((188297.3226174336 11764184.27596655, 188297.3226174336 11764684.27596655, 188797.3226174336 11764684.27596655, 188797.3226174336 11764184.27596655, 188297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_112,"POLYGON ((188797.3226174336 11764184.27596655, 188797.3226174336 11764684.27596655, 189297.3226174336 11764684.27596655, 189297.3226174336 11764184.27596655, 188797.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_113,"POLYGON ((189297.3226174336 11764184.27596655, 189297.3226174336 11764684.27596655, 189797.3226174336 11764684.27596655, 189797.3226174336 11764184.27596655, 189297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_114,"POLYGON ((191297.3226174336 11764184.27596655, 191297.3226174336 11764684.27596655, 191797.3226174336 11764684.27596655, 191797.3226174336 11764184.27596655, 191297.3226174336 11764184.27596655))",,,,,Nopattern
DANANG_115,"POLYGON ((191797.3226174336 11764184.27596655, 191797.3226174336 11764684.27596655, 192297.3226174336 11764684.27596655, 192297.3226174336 11764184.27596655, 191797.3226174336 11764184.27596655))",0.0001879394258139655,0.9997116923332214,1.4808429114054888e-05,8.551802602596581e-05,Nopattern
DANANG_116,"POLYGON ((192297.3226174336 11764184.27596655, 192297.3226174336 11764684.27596655, 192797.3226174336 11764684.27596655, 192797.3226174336 11764184.27596655, 192297.3226174336 11764184.27596655))",0.0001292563829338178,0.9997861981391907,1.082647759176325e-05,7.363043550867587e-05,Nopattern
DANANG_117,"POLYGON ((192797.3226174336 11764184.27596655, 192797.3226174336 11764684.27596655, 193297.3226174336 11764684.27596655, 193297.3226174336 11764184.27596655, 192797.3226174336 11764184.27596655))",0.009789076633751392,0.9854946136474609,0.00032486586133018136,0.004391490016132593,Nopattern
DANANG_118,"POLYGON ((193297.3226174336 11764184.27596655, 193297.3226174336 11764684.27596655, 193797.3226174336 11764684.27596655, 193797.3226174336 11764184.27596655, 193297.3226174336 11764184.27596655))",0.2052418738603592,0.6932501196861267,0.01879163086414337,0.08271636068820953,Nopattern
DANANG_119,"POLYGON ((193797.3226174336 11764184.27596655, 193797.3226174336 11764684.27596655, 194297.3226174336 11764684.27596655, 194297.3226174336 11764184.27596655, 193797.3226174336 11764184.27596655))",0.002644138177856803,0.9954408407211304,0.0006085817003622651,0.0013064735103398561,Nopattern
DANANG_120,"POLYGON ((194297.3226174336 11764184.27596655, 194297.3226174336 11764684.27596655, 194797.3226174336 11764684.27596655, 194797.3226174336 11764184.27596655, 194297.3226174336 11764184.27596655))",1.7749272956280038e-05,0.9999686479568481,6.876340989947494e-07,1.2878423149231821e-05,Nopattern
